,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,book_chapter,work_in_event,researcher,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,lattes_10_id,event_organization,participation_event,first_doc
2419,cd6eebcc-a7e3-468e-a8b6-2b53c390b498,,,,1,,2,1,,1,,,1,,,2,6,Sigrid Rochele Gusmão Paranhos Magalhães,Especialização,,,,,,,,7,,,K4241582E9,3,24,
2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0
2421,622215d4-9db8-4b33-824a-5283a549f37f,,,,,,,,,,,,,,,1,6,Gildelson Felicio De Jesus,Doutorado,2,,,,,,,6,,1,K4509809U5,1,11,2021.0
2422,744d9fdf-4d95-4a92-98c7-6be02349cb3f,,,,,3,2,1,,,,1,2,2,,,4,Francisco Carlos Fernandes De Paula,Doutorado,2,3,2,,,,,,,,K4786900Z1,,,1999.0
2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,4a95a511-62e6-4d30-b1f5-fe7b09224ba3,1,,,1,2,,,,,6,,4,,1,3,20,Adailson Feitoza De Jesus Santos,Doutorado,,25,4,1,,,,13,,,K4105550T5,6,5,2015.0
2426,d1b577d6-11b1-4c5c-ae5f-2418b36e8867,,,,,,,,,,,,,,,,3,Jorge Antonio Alardo Rodrigues de Freitas,Mestrado,,,,,,,,2,,,K4138624E2,3,11,
2427,1e4a2da5-2afc-4077-a2bf-11bb990bc559,,,,1,,1,,,,,,,,,3,3,Rosemária Joazeiro Pinto De Sousa,Mestrado,,,,,,,,2,,1,K4737079T2,33,79,
2428,29d7087e-198d-4c60-8f18-43c6d45d1a08,,,,1,,,,,,,1,,,1,,,Carlos Alberto Pereira Silva,Doutorado,,,,,,,,14,,2,K4704820P7,,,2009.0
2429,29f85fc6-43b0-43a7-8778-2c6a0ecc7341,,,,,,,,3,1,,1,1,2,,1,6,Pollyanna Alves Dias Costa,Doutorado,,1,5,2,,,,3,,5,K4221146A2,2,12,2016.0
2430,dc74a676-cabb-4c1e-b61c-35d01c004843,,,,3,,,,,2,,,,,1,19,3,Josemar Da Silva Martins,Doutorado,,,4,11,,1,,4,,3,K4700000J9,14,11,2006.0
2431,f460b3eb-177f-46f7-9fd8-4d03385a7d57,,,,,1,,,,,,,4,,1,1,1,Avaldo De Oliveira Soares Filho,Doutorado,,,,,,,,1,,,K4775171P9,1,3,2012.0
2432,0a4d74f3-b694-4bea-a5a5-7d41936cd5f1,,,,1,,,,,,,,,,,2,,Paulo De Assis De Almeida Guerreiro,Doutorado,,,2,9,,,,13,,,K4717131E5,1,7,2003.0
2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0
2434,898e6268-c1ff-4e8a-9bc6-82507cd4a37e,,,,,3,,2,,,1,,,2,,,15,Polianna Alves Andrade Rios,Doutorado,,19,,,,,,7,,5,K4710642D3,,3,2015.0
2435,0f36cda6-2e11-49b6-8e9c-0b976fbd8698,,,,1,1,,6,,1,1,1,,,,3,2,Maria Aparecida De Oliveira Lopes,Doutorado,,2,11,8,10,1,,3,,,K4707333P6,6,53,2007.0
2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,a2a64324-3772-4e2e-a538-f351834bf1f9,,,,,,,,,,,,,1,1,,,Juzenilda Gomes Figuerêdo,Mestrado,,,,,,,,3,,,K4763531Z6,1,,
2438,6b794b66-0e44-4756-ae7e-3a36ca61f25c,,,,,1,,,,1,,1,,1,,1,10,Marcelo Araújo,Doutorado,2,4,,,,,,,,,K4766708H3,6,65,2004.0
2439,1119d94f-ebe6-46df-b25d-35af948a54fa,,,,1,,4,,4,5,5,3,14,3,,9,54,Luanna Chácara Pires,Doutorado,,9,3,6,,,,1,,1,K4164916H9,24,13,2011.0
2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0
2441,dc6970c8-b17d-47e1-9e2b-782f48c62941,,,,,,,2,1,1,,,,,,,,Adson Martins Meira,Doutorado,,,,,,,,2,,,K4237946D0,,,2015.0
2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,eca4d5d3-2248-4b78-afe3-189ea7e6131f,,,,5,3,,4,2,3,2,3,2,1,1,14,14,Juliana Cristina Salvadori,Doutorado,,24,2,17,,,,13,,,K4757070Z0,12,39,2013.0
2444,460d85a6-3842-4927-b6ec-d121bf33c0e6,,,,1,,,,,3,,,1,,2,2,,Cleber Lázaro Julião Costa,Doutorado,3,5,,,,,,8,,11,K4772628D2,,4,2017.0
2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0
2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0
2447,86bd779d-73d8-4681-b126-e2c83146c59b,,,,,,1,1,2,,1,,,,1,9,10,Fábio Gabriel Breitenbach,Mestrado,,4,,,,,,6,,1,K4711409Z6,3,9,
2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0
2449,935c13a4-f0a8-4da7-813d-91e419555192,,,,1,2,7,4,1,7,11,,,9,8,7,57,Genoile Oliveira Santana Silva,Doutorado,,25,2,8,1,,,29,,5,K4713701U6,17,218,2007.0
2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,5c5ffe0c-ab14-4e70-a8cd-b590ea01436e,,,,,,,,,,,,,1,,,,Antonio Luiz Almeida Gois,Mestrado,,,,,,,,,,,K4734968T6,,8,
2452,5093815c-99d5-4a03-a147-29e79f6e4a49,,,,,,,1,2,,,2,4,2,1,4,,Rosane Rodrigues Da Costa Pereira,Doutorado,,3,,,1,,,,,,K4770931P3,3,,2008.0
2453,16328d9b-b943-4faf-8399-3329984a02d7,2,,,,1,,3,,1,,,,,6,,21,Roberto Claudino Ferreira,Doutorado,3,33,,,,,,9,,,K4426832H7,4,15,2022.0
2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,4f30f091-af6a-4fbe-99aa-a605bdc5ed21,,,,,14,4,,1,,,,,,2,2,4,Silvio Tarou Sasaki,Doutorado,2,9,1,2,,,,2,,,K4795394E9,18,,2012.0
2456,715b5cd6-e9c6-4034-984c-d917e71c9b7c,,,,,,,,,,,,4,,,,2,Marilza Ferreira Do Nascimento,Mestrado,,,,,,,,10,,,K4737956A6,,15,
2457,91cc83d0-6e05-49c6-a188-aed3979f31a3,,,,,3,,,,,,,,,1,3,9,Jorge Anderson Paiva Ramos,Pós-Doutorado,1,2,1,6,,,,4,,,K4790445T7,,,2010.0
2458,ad1993d2-9732-4feb-939f-0ac6126327c5,,,,1,,1,,,,,,,,,2,1,Fabiana De Souza Costa,Doutorado,,,,,,,,,,,K4267536P6,12,17,2012.0
2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
2460,bb4ec540-ef6c-4c35-83e6-f3051bf28667,,,,,2,,,,2,,1,,1,,2,1,Ione Barbosa De Oliveira Silva,Mestrado,,,,,,,,4,,,K4245042D6,2,11,
2461,cc921701-edf4-4c82-8900-80980a31184c,,,,1,,,1,,,,,,,,3,1,Iris Nunes De Souza,Doutorado,,,,,,,,,,,K4208270Y6,2,14,2023.0
2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0
2463,03ddb975-9056-4cb2-9caf-4620c57de171,,,,10,,6,2,5,5,2,,,1,2,34,79,Edmerson Dos Santos Reis,Doutorado,3,10,4,20,,,,8,,2,K4700247A8,12,76,2009.0
2464,5f7fee46-7dcb-47b0-b862-99a69e3fc786,,,,10,1,5,,1,1,,1,,,4,15,27,Patrícia Lessa Santos Costa,Doutorado,,,9,24,,,,3,,9,K4794332U9,17,28,2010.0
2465,181916c9-97df-4297-a3e6-a809f84324d0,,,,1,,,,,2,2,,,,1,5,5,Rita De Cassia Dias Nascimento,Especialização,,,,,,,,2,,,K4248155Y9,10,22,
2466,444e1926-faa5-415a-8c89-889f6988cd8c,,,,,2,1,3,3,,4,5,,1,3,3,8,Leandro Batista Duarte,Doutorado,,,,,,,,7,,,K4416745Y3,1,11,2020.0
2467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,d4b0e7ce-62d2-49bd-8db5-0a076bea43e8,,,,,,,,,,,,,,,,19,Júlia Escalda Mendonça,Doutorado,,,,,,,,14,,,K4164704Y6,2,6,2015.0
2469,1012e4c0-3a1b-4270-b085-fdcf859a80f3,,,,,,,,,,,,,,,,,Rosely Correia Santana Pinheiro Dos Santos,Especialização,,,,,,,,,,,K4274479U7,3,2,
2470,2de7c3eb-0229-435e-9e3b-ef68d91fa820,,,,2,18,8,4,4,5,,,1,1,1,11,45,Maxwell Roger Da Purificação Siqueira,Doutorado,2,9,4,21,,1,,14,,,K4713999E9,3,8,2012.0
2471,d7840d12-05d0-48eb-a5a9-b563e9f6d498,,,,,1,1,,,,,1,,,,3,5,Maurício Farias Couto,Doutorado,1,1,,,,,,1,,1,K4216691T9,6,1,2014.0
2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0
2473,e96bf729-f69b-4252-85dd-c6b2bd7d4a06,,,,2,,,,1,,,,,,,,,Francisco Mendes Costa,Doutorado,,,,,,,,7,,,K4709324A7,,9,2012.0
2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,58e67fbc-3c20-4060-95fc-f76b597b471b,,,,1,,3,2,4,4,1,1,1,,1,7,8,Marcelo Gomes Da Silva,Doutorado,2,5,3,3,,,,9,,3,K4216954Y7,4,12,2018.0
2477,9a8b6a32-b5d8-45a3-9437-dc9043120759,,,,,1,1,,,1,,3,3,,2,5,7,Fernanda Calasans Costa Lacerda Pessoti,Doutorado,5,5,,,,,,5,,,K4221216P0,1,8,2020.0
2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,daa0b3a4-83c8-4df3-ac6f-345ac3c3e6d5,,,,1,3,,,,,,1,,,,6,,Robério Santos Souza,Doutorado,3,9,4,3,,,,6,,,K4773486Y3,2,2,2013.0
2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,246222ee-2f02-45e1-aa26-400152bf054a,,,,,3,11,,2,3,4,,,1,,,50,Herymá Giovane De Oliveira Silva,Doutorado,3,32,,12,3,16,,14,,,K4759552D2,,2,2010.0
2482,963b1038-f7fb-4dfd-89ef-528ed332d5a4,,,,,,1,,,,,,,,,,,Miguel Antônio Quinteiro Ribeiro,Doutorado,,,,,,,,,,,K4797271Y1,,,2015.0
2483,f8019f3a-7280-45e8-9bd0-2081458d8f85,,,,,,,1,,2,,1,1,,,2,28,Gabrielle Cardoso Reis Fontan,Doutorado,3,17,,1,,,,15,,,K4138717D5,2,6,2014.0
2484,aab11ab4-0909-4a7a-b9a1-1e7e98ad0803,1,,,1,5,4,10,3,2,1,3,4,6,7,4,54,Elizama Aguiar De Oliveira,Pós-Doutorado,2,16,1,7,4,,,19,,,K4762370T1,5,26,2012.0
2485,69f84404-a2b4-470f-9524-fd37da3179ba,,2,,2,,,1,2,1,,2,,1,,6,13,André Luiz Souza Da Silva,Pós-Doutorado,,14,2,17,,,,1,,,K4734893D9,11,26,2010.0
2486,425f6b96-dc6b-4800-b46b-0831614e9ed1,,1,,3,6,15,3,2,6,8,1,4,14,4,23,104,Anibal De Freitas Santos Junior,Doutorado,4,40,7,19,6,2,,25,,13,K4767249D5,26,106,2009.0
2487,7d76ad5c-00d9-45f0-93cc-f397bee25653,,,,2,,,1,,,,,1,,,,28,Adriana Dos Santos Reis Lemos,Mestrado,,8,,,,,,16,,4,K4735048A2,3,13,
2488,ee7803c1-8c94-4d70-aa35-527eb7e1a7ed,,,,,,,,,,,,,,,,2,Cleide Tavares Bittencourt Santos,Mestrado,,,,,,,,3,,,K4709861Y5,13,2,
2489,a30923d1-ca48-4de3-b8ae-9601432c19d8,,,,,,,,,,,,,,,1,,Jorge Luiz Maltez De Matos,Especialização,,,,,,,,1,,,K4209443D6,1,2,
2490,b55df3c3-6f24-48d6-88e8-527ac5e4ce8f,,,,4,,2,,,,1,,1,,,8,6,Márcia Tereza Fonseca Almeida,Doutorado,2,,9,5,,,,17,,,K4731416U6,2,15,2014.0
2491,b29002d3-f54d-42cf-ae90-869534e5801e,,,,,,5,,,,,,,,,,2,Nicole Ribeiro Da Silva Santos,Pós-Doutorado,,,,,,,,,,,K4594381E7,,,2009.0
2492,8c1139d3-7ccf-4820-bda2-2712d32bdb9e,,,,1,,,,,,,,,,,,3,Regiane Luzia Lopes,Mestrado,,,,,,,,12,,,K4442180Y0,5,21,
2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,cacce2f9-8172-40e3-bd6d-e70fa7f3fc0e,,,,36,,,1,,,,,,1,,1,,Lucia Fernanda Pinheiro Barros,Doutorado,,,1,10,,,,22,,,K4766585E7,1,18,2012.0
2495,3515e23c-0f67-4804-b98a-04473aae03d8,,,,,,,,,,,,,,,,2,João Oliveira De Andrade,Doutorado,,,,,,,,,,,K4107844P4,,2,2013.0
2496,43e70633-2f82-4b7f-9c8b-05a9dbdbb9c5,,,,,,,1,,1,,,,3,1,7,6,Elmagno Catarino Santos Silva,Doutorado,,2,,,,,,12,,,K4556866A1,3,11,2013.0
2497,0d0d627f-32c7-41e1-94f4-ecb341b57888,,,,1,,,1,,1,1,,1,1,2,2,9,Meridiana Araujo Gonçalves,Doutorado,,1,,,,,,3,,1,K4745697H7,,,2016.0
2498,13e4c5fe-cccb-4040-998f-b8eb8c3f167a,,,,1,,,,,,,,,1,,1,,Orlando Freire Junior,Doutorado,,,,,,,,,,,K4770027Y8,,,2022.0
2499,653e645f-3671-4d38-9cef-a53a01f82a8d,,,,,,6,9,9,3,3,3,2,1,2,3,,Adelino Pereira Dos Santos,Pós-Doutorado,,,3,12,,,,20,,,K4137608Z6,1,13,2010.0
2500,4c833557-40c6-4a0e-ac78-9c62bcc3c421,,,,,2,,7,8,19,11,2,,18,2,6,126,Vanda Palmarella Rodrigues,Doutorado,3,23,3,7,5,1,,13,,14,K4776618Y6,17,64,2015.0
2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
2502,4288b9dd-d0a3-4ff1-bbeb-0c69812b159a,,,,,14,19,10,5,2,,,7,9,,,65,Leandro Soares Santos,Doutorado,4,15,4,31,12,10,,3,,,K4746236J2,,7,2013.0
2503,41ab6629-7ca5-4a82-8647-8e0366dcbbfb,,,,1,,1,1,1,3,1,1,3,,,4,14,Joelson Alves Onofre,Mestrado,,,,,,,,28,,6,K4266010U1,9,84,
2504,4a8e931d-7a3c-41fb-86a7-a7b663bd5e71,,,,1,,,1,,,,,,,,3,3,Irlena Moreira Lopes De Sousa,Mestrado,,1,,,,,,5,,3,K4731408T7,2,5,
2505,0a5a14d2-f32f-4b1c-b91d-33dd0d5c1c27,,,,1,,,,,3,1,,,,3,3,1,Joselito Manoel De Jesus,Mestrado,,,,,,,,,,,K4773725Y4,,5,
2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0
2507,ae9c7e41-a1dc-4ac9-8f3a-7108a72f9593,,,,,,,,,,,,,,,,2,Josevandro Chagas Soares,Mestrado,,,,,,,,,,,K4717058H7,4,2,
2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,ff41d813-c35c-405e-94b1-bda4820d2dfd,,,,,,,,,,,1,,,,,7,Adi Neves Rocha,Mestrado,,,,,,,,,,,K4129259D5,,,
2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0
2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0
2512,cffe38e7-0b98-4d9b-8c0c-7144f957ba8f,,,,,,,,,,,,,1,,1,,Vanessa Duron Lattanzi,Mestrado,,,,,,,,,,,K4735336T7,,5,
2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,ff063355-c90c-4706-996d-a0750c0a0fb9,,,,1,,,,,1,,,,1,,8,2,Lucia De Fatima Oliveira De Jesus,Pós-Doutorado,,9,6,,,,,8,,2,K4707115A9,9,38,2009.0
2516,dbd1a26e-b4dc-4413-ae17-9d9b75323d58,,,,3,,,,3,3,1,,2,2,1,11,5,Valci Vieira Dos Santos,Pós-Doutorado,3,3,5,,,,,7,,3,K4756602T6,14,30,2013.0
2517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0
2518,d5dca3e7-62b3-404d-aebb-c2c664a7f2e8,,,,,,,,,,,,,,,,,Rodrigo Luduvice Da Silva,Mestrado,,,,,,,,2,,7,K4425738T7,1,7,
2519,b1d99d54-f64f-42e4-be5a-d494ec47c678,,,,,,,1,1,1,,,1,,,2,3,Gilson Brandão De Oliveira Junior,Doutorado,,,3,8,,,,1,,,K4238991Y6,21,22,2017.0
2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,2c5ea22c-57db-4aa4-b427-81ef89d8947f,1,,,1,26,18,5,8,4,,12,2,19,1,8,81,Soraya Castro Trindade,Pós-Doutorado,4,34,5,16,4,8,,15,,,K4708728U8,4,25,2010.0
2523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0
2524,bffe0366-aaac-466f-b58f-388e70803f71,,,,,,,,,2,,,,,,,1,Virgínia Maria Góes Da Silva,Pós-Doutorado,,,,1,,,,2,,,K4766307U6,,3,2009.0
2525,f5039e9b-98b6-4929-b16d-7cee9c8656db,,,,1,,1,2,,1,,,,1,1,,7,Antonio Carlos Ribeiro Da Silva,Doutorado,,,2,9,,,,28,,,K4778389T2,3,65,2006.0
2526,93eab5fc-4da3-47b6-812d-1116954f0cb2,,,,2,,,2,1,3,5,2,,8,2,,27,Aline Vieira Simões,Doutorado,1,8,,,,,,3,,2,K4185371Z2,10,47,2019.0
2527,434be16e-71e3-4c43-9fa6-166f7d5094c2,,1,,3,3,4,2,2,5,,,,,1,12,5,Iris Verena Oliveira,Pós-Doutorado,,8,4,11,,,,1,,,K4772191T4,13,26,2014.0
2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,44efe91a-77a8-47b5-bdd9-905399e0d428,,,,1,,,,2,1,,,,,,1,3,Mayara Maria De Jesus Almeida,Doutorado,,,,1,,,,,,,K4718662H5,1,16,2018.0
2530,2fd9408a-9c51-496d-b731-038d714798b5,,,,,,,,,,,,,,,5,7,Magdalânia Cauby França,Mestrado,,,,,,,,5,,,K4799563D4,13,45,
2531,bf304604-fad2-46e5-8e05-975e959dd870,1,,,,,,2,,,1,,,,,,6,Ailton Pinheiro Lôbo,Pós-Doutorado,2,,2,2,,,,2,,,K4763359Y4,1,,2005.0
2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0
2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.0
2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.0
2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,1d8248f7-1cbe-46f6-bcf1-a5dbe423bb50,,,,,,,,,,,1,,,4,2,,Rubem Castro Neves,Doutorado,,6,,,,,,16,,,K4707608U5,,13,2015.0
2537,f7051f9f-f057-4b86-b77d-cba08c0b5087,,,,,2,,,1,2,,,,,,,4,Alessandra Friedrich Lütz,Doutorado,,,,,,,,,,,K4455257P6,,8,2019.0
2538,6279ce5f-d721-41fb-a954-46284ae504e4,,,,,,,1,1,4,,,1,,,,29,Alexa Araujo De Oliveira Paes Coelho,Doutorado,3,26,,3,,,,8,,,K4767246E6,3,19,2006.0
2539,0ef4e2e3-0c3b-47d4-bb0b-3d4f3d0731be,,,,,2,3,2,6,3,2,,1,,,,1,Marco Antonio Silva Trindade,Doutorado,,3,1,3,,1,,2,,,K4706036Y9,,,2010.0
2540,9df7554a-8d40-40bb-b0f0-939a9d9bfd44,,,,,2,,1,3,1,3,,1,,1,2,19,Mara Renata Rissatto Lago,Doutorado,3,6,,,,,,9,,,K4735910J0,,20,2018.0
2541,b75afe93-8aa1-4402-b56e-e226c5544e17,,,,,,,,,,,,,,1,,8,Letícia Magalhães Fernandes,Mestrado,,,,,,,,2,,2,K4299166U7,10,25,
2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
2543,8bd988ed-0426-48fa-b2c9-9b4ab939ee69,,,,,,1,,,,1,,,2,,1,4,Valter Abrantes Pereira da Silva,Mestrado,,1,,,,,,15,,,K4592692Z4,,24,
2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,de08a1c0-fa57-4602-a672-a331a40ce15e,,,,1,,,,,,1,1,,,,9,7,Valméria Brito Almeida Vilela Ferreira,Doutorado,,1,,,,,,1,,2,K4259462P0,,12,2022.0
2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,8aea86df-4474-46fa-8b17-d4800b72afe3,,,,2,2,1,1,3,2,1,,,,1,9,23,Maíra Tavares Mendes,Pós-Doutorado,2,5,2,1,,,,10,,,K4177960U8,6,4,2016.0
2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0
2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,4b2a1b63-3211-4d6c-8d14-d33175d1908e,,,,,,,,,,,,,,,,,Wenceslau Augusto dos Santos Júnior,Graduação,,,,,,,,,,,K4737917Z9,,3,
2551,b0aa0f61-a6e8-49f5-b40a-d730ab9df10d,,,,,,,,,,,,,,,2,,Cláudio Alves De Amorim,Doutorado,,,,,,,,12,,,K4773131P5,,,2006.0
2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,7eb06bc5-bd3a-47c0-9388-4149b117e91f,,,,2,2,1,2,2,1,2,,,,1,8,32,Marcos Antonio Pinto Ribeiro,Doutorado,,,5,9,1,,,19,,2,K4796266Y5,5,1,2014.0
2555,c27c137b-37bc-4525-8d5b-8c9a73366520,,,,2,,1,,1,,,1,1,,,1,22,Priscila Gomes Correa,Doutorado,,10,1,5,,,,6,,,K4266130T4,3,18,2011.0
2556,850f41e6-68de-4b3c-b040-6e26feb8e91d,,,,2,1,4,3,3,4,2,,,,1,10,4,Antonio Pereira,Doutorado,,,20,13,,,,8,,,K4746587E5,9,16,2009.0
2557,60beec37-c957-4f64-8163-49ece1dcfe6a,,,,6,,2,3,1,1,,,1,,,11,22,Geisa Flores Mendes,Pós-Doutorado,,18,1,5,,,,11,,2,K4708630D2,6,3,2009.0
2558,29fcd15c-0ed6-483e-b740-9918e0052c6e,,,,,,,,,,,,,1,,,,Ozelito Souza Cruz,Mestrado,,,,,,,,,,,K4137465Y3,,3,
2559,b2e0b0d0-e57e-4f75-b119-d76a1d00cd3f,,,,,,,,,,,,,,,,,Lazara,Doutorado,1,,,,,,,,,,K4790952E5,4,6,1989.0
2560,6a7819b2-9b3b-45bb-8a17-d471f6a8860f,,,,1,4,2,,2,2,2,,,,,3,6,Gessé Almeida Araújo,Doutorado,1,5,2,2,,,,3,,,K4278347Y9,45,33,2017.0
2561,8dcbfea8-f36b-4f24-b383-7a4cce48d7b2,,1,,,1,,,,2,,,,1,1,1,7,Maísa Soares Dos Santos Lopes,Doutorado,5,11,,,,,,14,,,K4770429T6,1,2,2017.0
2562,caf2dc3a-0ab0-4be7-9441-b56fd86b7de3,,,,1,,,,,3,1,4,,,2,5,6,Murilo Da Silva Alves,Doutorado,,,,,2,,,3,,,K4240128T5,4,28,2022.0
2563,0dfe9828-4262-417a-b373-a18a363887ce,,,,,,,,2,2,5,1,3,2,,,32,Ligia Borges Marinho,Doutorado,5,29,2,8,,,,7,,3,K4745369E2,8,26,2011.0
2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0
2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0
2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
2573,060b37c2-6a06-408b-8818-5248756895fd,,,,1,,1,,,,,2,,,2,8,7,Fabiana Andrade Santos,Doutorado,,,,,,,,,,3,K4750733T3,,24,2022.0
2574,101a0000-0c13-48f1-afef-54f50ea485e0,,,,2,,,1,,,,4,,,1,,2,Annaline Curado Piccolo,Mestrado,,,,,,,,,,,K4333863P2,20,13,
2575,c04e9c7e-903c-4327-9555-e8b28290a914,,,,8,,,2,3,1,,,,,,15,8,Ivânia Paula Freitas De Souza Sena,Doutorado,,,,,,,,16,,9,K4420591A0,8,,2020.0
2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0
2578,c51a2538-278b-4ce2-8480-56583f3788c5,,,,,,,,,,,,,,1,,5,Livia Souza Pugliese,Doutorado,4,1,,,,,,2,,,K4710472P1,9,7,2011.0
2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,70aab000-ba2d-4172-8ead-9b5ea1ed3df7,,,,,,2,2,2,4,,4,,3,2,5,65,Paulo Eduardo Ambrósio,Doutorado,4,11,3,16,1,1,,14,,,K4773650T9,17,34,2007.0
2581,6c25bbc9-eada-4fac-b4cf-524268001cf3,,,,3,,,,,1,,,1,2,,1,1,Walter Fagundes Morales,Doutorado,1,7,1,6,,,,2,,,K4769665A7,2,4,2005.0
2582,3a94fbc9-0f9a-4475-ba3a-7ea59cc5b867,,,,,,,,,,,,,,,,,Fabiano Veloso Gomes,Especialização,,,,,,,,1,,,K4718998T7,,3,
2583,54cd0430-f561-4798-afd9-e0c77080da2c,,,,,1,,1,,1,1,,,1,,,1,José Vicente Santos Mendes,Doutorado,,1,,,,,,,,,K4559652H0,,,2005.0
2584,f021e0c7-dc3a-4a29-bac1-bd9802c9002e,,,,1,,,,1,,,,,,,,2,Edvaldo Hilário Dos Santos,Especialização,,,,,,,,5,,,K4773422J2,5,15,
2585,b2d5dd9d-41eb-41e4-88c1-1f70d69cab04,,,,,,,,,,,,,1,1,,,Reginaldo Da Silva Gomes,Mestrado,,,,,,,,,,,K4252104A2,2,28,
2586,364cb282-1950-486a-a327-642fa70d9786,,,,,,,,1,1,1,,,,,1,,Fernando Pena Gaspar Sobrinho,Doutorado,1,3,,,,,,5,,,K4284868A3,,29,2010.0
2587,0aad18b3-efa1-4d15-9d33-2cda5a3216c4,,,,1,,,,,1,1,,,,,,2,Katia Elizabeth De Souza Miranda,Doutorado,,1,,,,,,5,,,K4721618D7,1,22,2011.0
2588,c3d26353-3fba-4934-9119-bd72c96b4e1a,,,,1,,,3,1,2,,1,,,,3,6,Polyanna Castro Rocha Alves,Mestrado,,,,,,,,3,,,K4298897H8,4,22,
2589,b6b3c8fe-667c-4cb1-9a14-4608ae8b4547,,,,2,,3,,,,,,,,,1,2,Marcos Paulo Souza Novais,Doutorado,,,1,,,,,1,,,K4227304H1,1,10,2019.0
