,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,book_chapter,work_in_event,researcher,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,lattes_10_id,event_organization,participation_event,first_doc
874,92f120f3-cc85-4038-99d1-1c33a71a7e4b,,,,,,,,1,,1,,,,1,3,,David Luiz Marsaro Didonet,Especialização,,,,,,,,2,,,K4302371U4,2,2,
875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1cea1e4b-d9fb-476c-a3d3-d9bd32383f04,,,,,,1,1,,,,,1,,,5,4,Danusa Oliveira Campos,Doutorado,,,,,,,,7,,,K4762178U2,,8,2014.0
877,2628decd-da07-4bff-a0f4-0e23c2f4a644,,,,,,,,,,,,,,,2,4,Fábio Nunes De Jesus,Doutorado,,,,,,,,2,,1,K4772095Y7,4,9,2019.0
878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0
879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
880,0729c15b-9a01-4a3b-b9a7-b1b44eba99a5,,2,,,1,,,,,,,,,,1,3,Bilzã Marques De Araújo,Doutorado,8,8,1,1,,,,3,,,K4480966U4,8,8,2015.0
881,6182c404-dfae-49fe-a2d4-e0566cfdac42,,,,,,,,1,,,,,,,,,Jose Carlos Silveira Duarte,Doutorado,,,,,,,,3,,,K4761534D6,1,,2023.0
882,6ab38cf6-72ea-44f8-acae-47e455557708,,,,,,1,,,,,,,,,,,Joaquim Perfeito Da Silva,Pós-Doutorado,2,,,,,,,,,,K4780172T6,,1,2003.0
883,15df2b97-38ae-4e64-9d8a-c1348abd53a0,,,,,,,,,,,,,,,1,1,Jose Lucio Santos Muniz,Doutorado,,,,,,,,1,,,K4706660H6,,,2020.0
884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0
885,547ddd70-a566-4ae0-a2f7-7eff073259ea,,,,4,,,,2,,1,,,1,,1,11,Eliã Simeia Martins Dos Santos Amorim,Doutorado,,,,,,,,21,,5,K4718266Y1,2,16,2012.0
886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0
887,47fbea08-9959-4a66-a5e8-c892f711fce8,,,,,,,,2,,,,,,,3,4,Relva Lopes Chaves Soares,Mestrado,,,,,,,,2,,,K4444779E6,,,
888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0
889,f4248098-9e24-45a5-ab6e-15d8fcfe75a1,,,,11,,1,,1,5,,1,,,,8,15,Adriana David Ferreira Gusmão,Doutorado,,,6,4,,,,6,,2,K4235130T6,1,37,2017.0
890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
891,aa89fbd8-5ab1-42ea-9a58-1142a62dd42b,,,,1,1,2,1,4,2,4,2,1,5,2,10,53,Cristiane Domingos Da Paz,Doutorado,2,9,2,8,7,,,6,,,K4785558J3,,11,2004.0
892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0
893,42ce26eb-135b-4a00-9d01-7a0530e0f871,,,,,,,,,,,4,,,,1,2,Luzimare Almeida Pilôto,Mestrado,,,,,,,,4,,1,K4715076T0,10,128,
894,abc9f3ba-02f6-4ecb-8917-7e986d8737ea,,,,,,,1,,,1,1,,,,4,,Jorge Onodera,Doutorado,,,2,,,,,5,,,K4216311E6,2,8,2020.0
895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0
896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0
897,6987325e-7104-4d85-8da1-899215edae23,,,,,,,,2,3,5,1,3,,4,2,57,Alfredo Dib Abdul Nour,Pós-Doutorado,,11,,8,,,,35,,14,K4712988U9,16,26,2010.0
898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0
901,d3e19a2f-8878-443c-860a-82a6bda70877,,,,,,,,2,1,1,2,,4,1,4,18,Emanuela Cardoso Da Silva,Doutorado,,8,,,,,,9,,,K4234486Y2,12,49,2018.0
902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
903,155a5229-f526-4e5e-a0ef-dbbfba3acc79,,,,3,,,,,,,1,,,,,5,Crizeide Miranda Freire,Mestrado,,,,,,,,6,,,K4232119T5,11,21,
904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0
905,1165aa5e-0f7d-4ed9-9157-35880e9e784a,,,1,3,,,,2,3,,2,,3,,5,7,João Carlos De Padua Andrade,Doutorado,2,4,,,,,,,,,K4762618J5,10,7,2017.0
906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0
907,d3121160-5a77-46b2-bd7f-1caef980419d,,,,,5,,3,6,4,5,4,9,3,2,,23,Thiago Martins Meira,Doutorado,3,6,,,,,,1,,,K4190837J7,3,16,2020.0
908,409e961d-8ac8-4e61-9fb1-457fd710bbab,,,,,,,,,,,5,,,,,1,Maria Das Graças Fonseca Andrade,Doutorado,2,2,8,3,,,,,,,K4763751E2,2,25,2007.0
909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,941ce0b7-6982-4ea9-a8c1-3d52c732b7a7,,,,1,,,,,,,,,,,,,Marta Enéas Da Silva,Mestrado,,,,,,,,,,,K4771797D3,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0
913,15fd137b-445b-4b17-819e-509cb6deaed0,,,,1,,,1,1,2,,1,,,,3,1,André Luiz Alves Moreno,Pós-Doutorado,3,,,,,,,6,,2,K4454342A8,2,3,2019.0
914,395d50bf-6445-4ea7-afef-7f86d7cc19f7,,,,,32,17,1,6,,3,2,4,1,5,2,2,Alex Alan Furtado De Almeida,Doutorado,,23,,20,2,31,,3,,,K4788843D8,,7,1992.0
915,8f37c6a8-89fc-41bb-b84d-2abd8066a3f2,,,,1,,1,,1,,,1,,,1,1,,Murilo Da Costa Ferreira,Pós-Doutorado,2,2,,2,,,,5,,,K4758459P6,,6,2007.0
916,93096a99-2649-4fb0-93d0-d94aa3aa5621,,,,,,,,,,3,3,,,,,4,Haroldo José Mendes,Doutorado,,1,,,,,,2,,,K4735129J0,,2,2014.0
917,d30d656b-a382-45e7-b647-7070f4167862,,,,5,,,,2,,,,,,,8,37,Julianna Nascimento Torezani,Doutorado,,1,,,,,,7,,6,K4771468E1,15,88,2018.0
918,391a7184-406a-473f-b2a3-517e9347963f,,,,3,,,,,,1,,,,,,,Déa Carla Pereira Nery,Doutorado,,,,,,,,11,,,K4751638Y7,,1,2011.0
919,84aa1e25-bb01-402b-adc9-be846db07acb,,,,,,,,,,,,,,,4,,Fernanda Almeida Vita,Doutorado,,,1,,,,,,,1,K4138764D5,6,3,2012.0
920,2ac5caa7-7249-43eb-bd2e-512e00ce41e9,,,,5,,9,,2,,1,,,,,4,41,Maria José Gomes De Andrade,Pós-Doutorado,2,14,2,8,,1,,10,,,K4701146J4,12,40,2007.0
921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0
923,697f5336-0181-498d-9040-ff91f67bbf98,,2,,2,1,7,1,1,11,10,5,2,4,4,2,64,Dany Sanchez Dominguez,Pós-Doutorado,1,7,1,19,1,1,,5,,,K4777930A6,7,4,2006.0
924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0
926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0
927,5237129e-77aa-4c0f-b8a1-af5a1a8bd9bb,1,,,,2,4,1,2,2,,,9,,,2,14,Nívio Batista Santana,Doutorado,,15,2,5,2,1,,3,,,K4753645J6,,1,2017.0
928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0
929,dd19682b-fee1-4b59-9d05-06a7d6899d1f,,,,,,,,2,,1,,,,,1,18,Carolina Gusmão Souza,Doutorado,1,,1,2,,,,2,,,K4221591E7,1,3,2015.0
930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0
931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0
932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0
933,fadb13da-d47c-4427-8090-4a943746fb33,,,,,1,,,,,1,1,,,,1,6,Ernesto De Souza Massa Neto,Doutorado,,1,1,1,,,,14,,,K4718980P1,14,7,2014.0
934,64d3d488-f841-45ec-bae2-3647f6565f52,,,,,,1,2,,,,1,1,,,4,1,Camila Leite Oliver,Doutorado,,,,,,,,6,,,K4242477E6,5,3,2020.0
935,fa93b7e6-61f9-4cad-b748-9192b630e9c7,,,,4,,,,1,,,,2,,1,4,2,Jacimara Souza Santana,Doutorado,2,9,1,1,1,,,6,,1,K4131802P6,9,28,2014.0
936,3c5f90a3-5e23-441a-bf7d-81285ecd8764,,,,,7,2,,3,3,1,,,,4,1,40,Simone Nunes Brandão,Pós-Doutorado,,21,,4,1,,,5,,,K4763963E1,6,39,2009.0
937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0
939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0
941,0480d76b-5c25-42df-b7e7-168dd7d62b40,,,,5,1,,,,,,,,,,4,4,Lílian Almeida De Oliveira Lima,Doutorado,,,,,,,,12,,3,K4777878H1,10,42,2014.0
942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,0b729d57-494c-465f-94cf-65da98a29fee,,,,,,3,4,4,2,,,,,2,2,7,Jader Cristino De Souza-Silva,Doutorado,,,,8,,,,4,,,K4799343U9,4,8,2005.0
944,0e6c1865-f324-46e1-92cd-22ea39773de9,,,,4,3,6,6,2,6,1,2,,,3,22,18,Natanael Reis Bomfim,Pós-Doutorado,,,3,22,3,9,,1,,13,K4709096P7,7,133,2004.0
945,315cae4b-00fc-4a87-8246-f9326eff9b2b,,,,,,,,,,,,,,,2,1,Hilderlandia Penha Machado Santos,Especialização,,,,,,,,21,,,K4773875J4,4,15,
946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
947,0bfe3140-6cfe-4bb4-af56-d703ec670453,,,,,,1,1,1,3,1,8,1,3,3,15,37,Maria Da Conceição Andrade De Freitas,Doutorado,3,12,,,,,,6,,,K4796398H2,3,52,2017.0
948,51025a34-76ce-4da0-94c5-1b61807d9a77,,,,,,,,,,,,,4,,4,2,Rogerio De Souza Bispo,Doutorado,4,2,,,,,,14,,,K4728412U6,3,11,2010.0
949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
950,2506c47d-7644-456a-a26b-6cd5e345179d,,,,,1,,,,,1,,1,1,1,,1,Marcelo Silva Madureira,Doutorado,,3,,,,,,5,,,K4764356H9,,,2012.0
951,365338f6-add0-4e6f-b43c-ba35b1a0300d,,,,,1,,,,,,,,,,,,Delano Brito Almeida,Especialização,,,,,,,,,,,K4325436A8,1,6,
952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0
953,1d42e459-c17c-4756-adae-4b594ffc72b9,,,,,,,1,,,,,,,,1,4,Mathias Santos De Brito,Mestrado,,,,,,,,,,,K4757522J0,,,
954,62642a15-c44d-4527-bbae-248f70a7bf7b,,,,,16,3,4,6,5,4,1,2,,2,1,4,Vanner Boere Souza,Doutorado,,6,5,11,,,,1,,4,K4723394Y7,9,2,2002.0
955,7f45497d-175f-415a-a463-d681fc353b8c,,,,,,,,,1,,,,,,2,20,Nivaldo Vieira De Santana,Pós-Doutorado,,,,,,,,1,,,K4796927H1,,23,2008.0
956,c744756c-ae6c-4f3a-965b-153488045cfd,,,,,,1,,1,1,1,,2,3,,1,13,Cristiana Barros Nascimento Costa,Doutorado,1,6,,6,,,,6,,,K4760480Y5,33,2,2007.0
957,1a823c3a-168a-404a-81a1-83f64b7f0bda,,,,3,,,,,6,1,1,,4,,17,17,Angelo Maurício De Amorim,Doutorado,2,13,1,,,,,11,,1,K4259843T3,9,22,2017.0
958,3b8df841-fc86-47e1-967f-d5e2fa90da31,,,,1,,,,,,,,,,,,5,Sandra Suely De Oliveira Souza,Doutorado,,,2,1,,,,,,,K4772594U0,,11,2015.0
959,f8e18bdb-fe03-4c30-83e0-148b47da7d70,,,,,3,5,,4,,5,,,,,3,18,Fernando De Mello Almada Giuffrida,Pós-Doutorado,,2,4,3,1,1,,4,,,K4768428Z5,1,21,2008.0
960,7c4edc75-bad7-4037-8f0d-84cb7cd247d2,,,,,,1,,,,,,,,,,,Jo Luis Passos De Andrade,Mestrado,,,,,,,,,,,K4794393Y1,1,,
961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0
962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0
963,88ceb82e-28ef-407e-8446-5ab7aac45b0b,,,,1,,1,1,2,2,,,,2,,12,48,Denise Machado Mourão,Pós-Doutorado,2,17,3,1,,,,,,,K4703405J3,22,26,2006.0
964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,9933d88d-38c9-4a29-908d-7421d0254a4a,,,,,,2,1,,1,1,,,,,,4,Emanuela Nataly Ribeiro Barbosa,Doutorado,,2,,,,,,5,,,K4254510P6,5,12,2016.0
966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,bafdabb0-aa8d-4191-ba35-2f0290fed639,,,,,1,1,,,,1,,,1,1,2,18,Rafael Costa Guimarães Farias,Mestrado,1,,,,,,,1,,5,K4451713E4,1,4,
968,1ce3659a-b319-43be-9720-bac48700ca8b,,,,,,,,,,,,,,,1,,Tânia Maria Boschi,Doutorado,,,,,,,,4,,,K4794272J4,3,7,2004.0
969,a34421e7-bb4b-402e-83ce-7f7a42560047,,,,1,,,,,,,,,,,2,,Patrícia Aurélia Del Nero,Doutorado,,1,,1,,,,3,,2,K4791106J5,3,4,2005.0
970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,a037f881-e8a9-47f0-80de-8c7b86479ca1,,,,,,,1,,,,,,,,1,1,Eliéte Oliveira Santos,Doutorado,,,,,,,,12,,,K4706845P2,5,7,2009.0
973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0
977,d5a52482-6b29-4363-bc79-0b23c4d22b09,,,,1,6,3,,1,,,,1,4,,1,18,Sulene Alves De Araujo,Doutorado,,1,,11,,,,2,,,K4795966J8,,,2003.0
978,c7944aef-aa16-4a41-96dd-313f236c78f0,,,,,,,,,,,,,,,,,Diogenes Costa Silveira,Mestrado,,,,,,,,,,,K4781204D2,,2,
979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,cae8920a-88c6-48f2-84fc-03ec7c17cf6e,,,,2,,,1,,,1,,,,,2,,Jonathan De Oliveira Molar,Doutorado,3,5,,,,,,9,,,K4261426Y8,,4,2014.0
981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0
982,c95b18b1-efeb-4280-b7a3-b35bc3c64a2f,,,,,,,,,,,,,2,,,,Edenilton Santana,Especialização,,,,,,,,4,,,K4214972T6,5,4,
983,7b93d9b0-be01-4c3c-ad79-72d3bbb24889,,,,2,,,,,,,,,,4,,1,Kátia Montalvão,Mestrado,,,,,,,,1,,,K4773723E6,2,2,
984,4a1fbf66-4dcf-4143-9d78-fce376767c94,,,,1,7,5,3,1,,1,,,,2,2,28,Fabiana Cézar Félix Hackradt,Pós-Doutorado,2,13,2,15,3,4,,8,,,K4708995D3,12,21,2012.0
985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.0
987,d8ae66ea-8cfc-4ce7-93b6-1eaee85a63c4,,,,2,,,,,,,,,,8,1,1,Maria Cláudia Meira Santos Barros,Doutorado,,,,,,,,3,,2,K4233987Y6,1,13,2021.0
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,00bdc642-0603-40b8-b368-98d8964a284e,,,,1,5,6,1,4,,2,2,6,,1,4,2,José Olimpio De Souza Júnior,Pós-Doutorado,,5,1,6,1,6,,1,,,K4791187U8,1,1,2007.0
990,80fd6581-1ce9-40e2-9c38-7a28c1867287,,,,2,,,,1,3,1,1,,,2,3,14,Francisco De Assis Nascimento Junior,Doutorado,,3,3,5,,,,,,,K4764636H7,1,16,2017.0
991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0
992,bd4de800-fddf-4006-a1b0-ddb40b097d1b,,,,1,,,,2,,,,,,2,2,6,Eduardo Alfredo Morais Guimaraes,Doutorado,,,,,,,,,,,K4785695Y5,1,9,2017.0
993,f759e895-40c0-4101-a2e6-0c6bdfda86df,,,,,,,2,1,5,1,,,,,2,20,Jessica Lane Pereira Santos,Mestrado,,3,,,,,,7,,,K4294856Y8,4,9,
994,3750f266-52b0-4621-9760-a8c517afc3d6,,1,,,,,,,,,,,1,,,,Carlos Helano Aquino Do Nascimento,Mestrado,,,,,,,,3,,,K4231841H9,,1,
995,283b32cd-4646-4811-8b62-e522a623c94f,,,,2,,,1,,1,1,2,1,1,,4,11,Maria De Cássia Passos Brandão Gonçalves,Doutorado,,,,,,,,,,1,K4774666D5,3,36,2019.0
996,f9a948cd-c6c9-4507-b83b-22ec4b83d0e4,,,,,,,,,,,,,,,,,Cláudia Alves Teixeira,Especialização,,,,,,,,4,,,K8387538D7,2,2,
997,050611ca-67f5-4d2e-9c3f-21bccc463575,,,,,1,,1,,2,,1,,,,2,,Rivail Almeida Brandão Filho,Doutorado,,,,,,,,6,,,K4732631H7,,3,2015.0
998,f0b0864b-092c-4ae8-b2d7-c975d493e604,,,,,,,,,,,,,,,1,3,Lucélia Alves Magalhaes,Especialização,,,,,,,,2,,1,K4214178Z9,2,22,
999,569c59f3-a31b-40ab-b04a-f8e9ec91498c,,,,,,,,,,,,,,,,,Regina Lúcia Bastos Vieira,Mestrado,,,,,,,,4,,,K4177921H9,,3,
1000,ff4a0167-73fc-4e58-bfe4-18a027f00b3e,,,,,,,,,,,,,,1,,,Sérgio Luiz Carmelo Barroso,Pós-Doutorado,,,,,,,,1,,,K4723782T3,,,2001.0
1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0
1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0
1003,5ccdced0-a442-4202-a756-80492e06a839,,,,,,,1,2,,1,,2,5,,4,29,Emanuel Ernesto Fernandes Santos,Doutorado,3,15,,,,,,3,,4,K4728420U7,7,13,2007.0
1004,5248de4f-59ea-418b-9685-e8941b7549e7,,,,2,1,3,6,3,3,4,4,,,1,,22,Ana Maria Waldschmidt,Pós-Doutorado,3,35,1,17,,1,,12,,,K4784763Z7,4,14,1999.0
1005,44dd75b9-9889-4f6c-9666-2a59acf3e88c,,,,,,1,,1,3,1,,1,,,1,,Carmen Lucia De Souza Rech,Doutorado,,,,4,,1,,1,,,K4768441H6,2,1,2006.0
1006,932effad-e45f-4b6c-8d9a-02b66b21704b,2,37,,8,10,10,5,8,10,6,1,,17,,24,11,Hugo Saba Pereira Cardoso,Pós-Doutorado,1,16,4,13,8,4,,2,,,K4730402D9,11,12,2013.0
1007,93d05331-0cf9-4796-be16-6f4e3c1ee89e,,,,,,,1,,1,1,,,,,1,4,Regina Soares De Oliveira,Doutorado,,1,1,1,,,,3,,,K4232404Y6,30,22,2012.0
1008,86d2a24a-f1c8-42b4-8a57-1b9dd6519565,,,,,,,2,,2,,,,,,5,1,Genilson Ferreira Da Silva,Doutorado,,,2,4,,,,8,,,K4234178H3,9,11,2017.0
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0
1012,4cb35179-ddc8-4268-bd38-a70675d268c1,,,,4,,,,1,1,,,,,,2,,Rogério Soares Mascarenhas,Mestrado,,,,,,,,,,,K4751093Z3,,,
1013,c67f63e2-7704-4eb0-bcda-93a97937a3a9,,,,,,,,,,,,,,1,3,,Líbia Gertrudes De Melo,Mestrado,,,,,,,,,,,K4261995T2,4,,
1014,838c3771-cb47-4501-923b-1193d82fddc1,,,,4,,4,1,,,,2,,4,4,4,5,Alessandra Mello Simões Paiva,Doutorado,,3,2,,,,,1,,,K4250694Z6,40,17,2014.0
1015,7baccf1c-8480-4e78-8af4-1801cd90cf10,,,,,,,,,,,,,1,,,,Rozilton Sales Ribeiro,Mestrado,,,,,,,,,,,K4746268T6,,,
1016,dba0ba5f-60c0-4a9e-8e71-4b9c05b03146,,,,,,,,,,,1,,,,,1,Washington Luis Viriato Sampaio,Mestrado,,,,,,,,,,,K4717781Z4,,2,
1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0
1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,edcf1251-99a1-4c86-82cd-e76d2f70a0dd,,,,1,,,,,1,,,,,,1,1,Gildete Paulo Rocha,Mestrado,,,,,,,,,,,K4797098T0,4,23,
1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,1b379119-7b70-4445-a2c2-e4f7da0acdda,,,,3,,,,,5,,,,,,24,20,Ceres Marisa Silva Dos Santos,Doutorado,,,1,,,,,18,,,K4551059U0,4,57,2020.0
1023,4caf5d9b-47f3-4ec2-ba3e-ebf4b4c7c5ea,,,,,4,,7,2,25,20,4,1,4,4,5,31,Adriana Alves Nery,Doutorado,3,40,4,13,6,4,,14,,,K4777694D6,2,22,2006.0
1024,54b9f89e-5572-41a4-bd77-86651f4f53ed,,,,,,,,,,,,,,,4,2,Débora Anunciação Da Silva Bastos Cunha,Mestrado,,,,,,,,2,,,K4701385Y1,2,6,
1025,037cfcec-b138-4141-9aaf-1254f3152771,,,,,,1,2,1,3,,,,2,,1,20,Rita De Cássia Matos Dos Santos Araújo,Doutorado,,,,,,,,13,,,K4707617T8,3,20,2023.0
1026,9547c15d-f141-474a-89f2-75e22ce0a9ef,,,,1,1,,,,2,1,1,,,,,,Rosana Freitas Azevedo,Doutorado,,,,,,,,8,,,K4732030U6,1,24,2009.0
1027,8916422f-7e95-4688-b79f-498f9c3e382f,,1,,,1,,,,,1,1,,,2,2,10,Ariel Gustavo Letti,Doutorado,3,3,,,,,,15,,,K4229928E3,4,24,2019.0
1028,fc0a4c6c-6f39-4a42-a711-7a04e6c46213,,,,,1,1,1,,2,1,,,,1,4,15,Clarissa Santos Silva,Mestrado,,,,,,,,3,,5,K4486433A3,27,34,
1029,ff093cde-3df0-4715-844c-8d8c49baa3be,,,,1,,,,,,1,,,,1,,,Vitor Duarte Ferreira,Mestrado,,,,,,,,4,,,K4212349Y7,9,13,
1030,dc7e7bbb-62fb-42d1-b892-8ad96f327925,,,,,1,2,,,,1,2,1,4,2,,2,Roque Mendes Prado Trindade,Doutorado,,8,,4,,,,10,,,K4704826D6,6,5,2009.0
1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,e32dcbc5-30ef-4f7e-b342-ada458d9362b,,,,,1,3,1,,,1,,,1,,,7,Elena Lucia Anna Malpezzi-Marinho,Doutorado,2,9,,,,,,4,,,K4767058Y6,1,2,1996.0
1033,b9d9f748-813c-4e96-95fd-2c3b32f77e86,,,,,,1,,1,,2,,,,,1,10,Igor Emiliano Gomes Pinheiro,Pós-Doutorado,,5,,,,,,,,1,K4501215H5,15,13,2015.0
1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0
1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
1036,9a3427a7-8126-4fef-b216-70266d7f064b,,,,,,,,,,,,,,,1,,Andre Luiz Nascimento Kaercher,Mestrado,,,,,,,,,,,K4249952A8,,,
1037,31730f36-2e40-4cc0-8096-5b205a8aec59,,,,2,,7,8,4,7,4,2,2,8,4,18,13,Adenilson Souza Cunha Júnior,Pós-Doutorado,,7,3,8,,,,8,,4,K4125120U1,,24,2017.0
1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
1039,2d109776-7cbb-4643-9730-562f679c0bf5,,,,,,,,,,,,,,,2,1,João Silva Rocha Filho,Doutorado,,,4,6,,,,4,,2,K4774650P4,1,7,2013.0
1040,e2f946db-cd78-441e-9c54-8ca0133a85da,,1,,,1,2,,,,1,,,3,2,1,6,Crysna Bomjardim Da Silva Carmo,Doutorado,1,2,2,,,,,5,,,K4125330A6,3,22,2017.0
1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0
1044,499635e2-ef5f-4b18-8498-3d4576078114,,,,1,,,,4,2,5,2,3,,4,,14,Valtemir Goncalves Ribeiro,Pós-Doutorado,2,9,2,11,,,,19,,,K4784923Y1,,,2002.0
1045,38ebe6b9-249c-425c-8d29-2255d854ccb7,,,,,,,,,,2,,,,,,,Eliana Santos de Souza e Santos,Especialização,,,,,,,,4,,,K4418557H5,1,4,
1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0
1047,8cfeeaf4-efc3-43ab-953a-94cbf7d2363d,,,,,,,,,,,,,1,,3,8,Maria Sandra Da Gama,Mestrado,,,,,,,,6,,,K4769331E2,3,6,
1048,a3194aa3-ecac-4d37-88db-1485a55b3c19,,,,1,1,4,8,1,4,,,2,3,2,14,11,Maristela Casé Costa Cunha,Pós-Doutorado,1,16,1,13,1,,,9,,,K4795432J7,4,7,2008.0
1049,50ad0729-5e59-4cd4-b831-dcbaeb96751a,,,,,1,,1,2,20,3,1,2,7,,3,34,Camila Fabiana Rossi Squarcini,Doutorado,1,8,2,1,,,,11,,2,K4755049A0,4,24,2016.0
1050,fe667dd4-44b6-4d32-9030-0f8feb7ddf11,,,,,,1,,,,,1,1,,,5,19,Gisele Brito Rodrigues,Doutorado,1,,2,,,,,,,,K4252922P6,4,7,2017.0
1051,bbe79c85-7654-4963-8142-2bb1c60686af,,,,,,,4,,1,,1,,,,,,Elilton Rodrigues Edwards,Pós-Doutorado,8,27,,,,,,2,,,K4705244D2,2,1,2008.0
1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0
1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,bd1768cd-be43-4bea-953f-af8ccd115a91,,,,12,5,4,14,5,6,4,1,4,1,1,32,29,Marlúbia Corrêa De Paula,Pós-Doutorado,,7,3,2,,,,7,,,K4712037P6,6,89,2018.0
1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
