,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,book_chapter,work_in_event,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,participation_event,name,first_doc,institution,ind_prod,min_book_year,min_book_chapter_year,min_article_year,min_work_in_event_year,min_text_in_newspaper_magazine_year,min_patent_year,min_guidance_year,min_software
99,aa2ab4af-dd09-4709-a765-5f71dd772013,,,,2,,,,,1,1,,,,,6,28,Doutorado,,1,,,,,,27,,1,67,José Aparecido Alves Pereira,2021,UNEB,0.87,2014,2014,2004,2000,,,2005.0,
100,f1da31bb-ef68-4866-b571-43d3bddbeb81,,,,,,,,2,1,,2,1,,,,3,Doutorado,,,,,,,,6,,,90,Cristiana da Costa Libório Lago,2018,UNEB,2.375,,,2009,2003,,,2011.0,
101,55933229-4c7d-4450-a45c-105ff2fcc1fc,,,,,11,1,14,20,1,3,5,1,,1,1,12,Pós-Doutorado,2,16,2,15,1,2,,3,,2,27,Victor Goyannes Dill Orrico,2012,UESC,37.86,,2010,2006,2003,,,2011.0,
102,b06d8ec9-43cf-4f0c-869f-58a006acaf43,,,,14,4,1,,2,1,1,,,,22,6,,Doutorado,,1,,,,,,30,,3,35,Eduardo Viana Portela Neves,2017,UICL,6.995,2013,2011,2004,,2009,,2007.0,
103,d57cc51a-a26c-4659-9b21-f7010624637f,,,,,,,,1,,,,,,,1,9,Doutorado,,,,,,,,,,,,Aristeu Laurêncio Cordeiro Mascarenhas,2013,UICL,0.625,,2009,2009,2003,,,,
104,450e4143-990f-4352-b635-5bec222b8bf8,,,,,1,1,3,7,14,6,3,,11,,6,94,Doutorado,3,15,1,1,1,,,8,,2,64,Juliana Costa Machado,2020,UESB,18.47,,2012,2011,2009,,,2007.0,
105,ba077ee3-97f5-4dea-ac12-9078fe45250c,,,,,,,,,,,,2,,,3,5,Doutorado,,,,,,,,27,,,65,Rosana Santana Dos Reis,2021,UNEB,0.25,,2007,2013,2014,2022,,2007.0,
106,a936c8eb-2227-43eb-8d4a-9f19a98521c5,,,,,1,6,2,3,2,2,,,,2,2,62,Doutorado,2,17,2,10,,1,,13,,10,53,Marcos Eduardo Cordeiro Bernardes,2005,UFSB,11.365,,2019,2001,1995,2012,,2007.0,
107,98d567ac-1881-4f33-83a6-f8fa564efb40,,,,1,2,,,,,2,,,,1,,1,Mestrado,,,,,,,,3,,,23,Renata Lourenço dos Santos,None,UICL,2.74,2021,,2015,2016,,,2019.0,
108,ec3ed1ea-17bf-4260-b3f7-69f758c25d8b,,,,2,,,,3,5,1,4,15,9,,7,46,Doutorado,2,20,,10,,,,13,,4,19,Andréa Gomes da Silva,2010,UESB,7.62,2021,2020,2003,1996,,,2003.0,
109,38527bc4-9323-4c3c-b5fc-7b1585d66d4c,,,,6,,,,1,,,,,1,2,2,17,Doutorado,1,6,,,,,,45,,4,112,Maria Angélica Rocha Fernandes,2021,UNEB,0.625,2012,2011,2010,2009,2011,,2007.0,
110,425f6b96-dc6b-4800-b46b-0831614e9ed1,,1,,3,7,18,5,5,6,9,1,4,24,8,24,156,Doutorado,4,50,10,20,6,2,,111,,39,161,Anibal de Freitas Santos Junior,2009,UNEB,36.705,2017,2015,1999,1997,,,2002.0,2022.0
111,e86ce925-c64a-4209-b64e-998beefeee31,,,,13,1,,,5,2,3,4,1,4,8,33,7,Pós-Doutorado,1,9,8,24,5,1,,5,,8,49,Palmira Virginia Bahia Heine Alvarez,2009,UEFS,7.359999999999999,2009,2007,2005,2007,,,2007.0,
112,336e2eaf-3e4b-4975-8b47-3e8886e77c32,,,,,8,2,2,2,1,,,,,,1,,Doutorado,,,4,8,,,,1,,,16,José Geraldo Gonçalves de Oliveira Júnior,2011,UESC,13.0,,2012,2006,,,,2013.0,
113,dcc2d849-aabf-4fe6-a57e-578ee8454c6b,,,,1,29,36,15,55,27,1,3,5,12,42,9,77,Pós-Doutorado,2,31,4,21,4,40,,6,,,38,Cássio van den Berg,2000,UEFS,121.37,2015,2005,1998,1995,,,2002.0,
114,8f91bb84-68a6-49d1-bcba-83b4df09f2d8,,,,2,,,,,1,1,,,6,5,13,75,Especialização,,3,,,,,,27,,1,104,Jaciara de Oliveira Sant´Anna Santos,None,UNEB,0.87,2019,2018,2017,2015,,,2006.0,
115,cae95305-8acb-4701-ae65-e3adeb50670a,,,,,,3,2,1,,,2,1,,,,14,Pós-Doutorado,,6,,,,,,5,,,27,Márcio Ramos Coutinho,2010,UICL,5.375,,,2008,1999,,,2014.0,
116,42a52812-383d-4cb2-a1d9-320375407a88,,,,2,,1,2,1,,,,,,5,4,7,Doutorado,,1,7,3,1,,,15,,3,19,Carla Meira Pires de Carvalho,2015,UNEB,3.0,2014,2010,2009,2003,,,2010.0,
117,6613a898-ebaa-4b86-bc6c-13cdda07dd2b,,,,4,5,4,,6,6,3,2,5,4,5,7,103,Doutorado,3,5,4,4,1,1,,53,,6,95,Artur Gomes Dias Lima,2004,UNEB,17.485,2010,2010,1996,1996,2002,,2005.0,
118,38efe335-db40-4b02-b9f5-5aa26587b76a,,1,,3,,1,1,2,4,,2,,1,3,8,46,Doutorado,2,21,,1,2,,,43,,6,20,Andréa Cristiana Santos,2016,UNEB,5.375,2022,2003,2008,1999,2001,,2005.0,2009.0
119,531a3708-8461-4378-93a9-3ab9c70c2e3a,,,,,,1,,,,,,,,,7,22,Doutorado,4,6,,,,,,9,,,54,Abraão Felix da Penha,2014,UNEB,0.875,,2010,2009,1998,,,2007.0,
120,235bf111-9273-4596-adb3-3d6d1a94f6a4,,,,4,,,1,2,5,,,,2,4,14,41,Especialização,,5,,,,,,46,,9,47,Isaura Francisco de Oliveira,None,UICL,4.5,2020,2017,2008,2008,2007,,2006.0,
121,eff16540-b0ee-4c0f-a02a-bcd9428dfec1,,,,,1,1,,1,,2,,,,,,41,Doutorado,,14,2,15,,,,28,,1,55,Maria do Socorro Costa São Mateus,2008,UEFS,3.24,,,2012,1994,,,1996.0,
122,dd1187f6-411b-4121-9cbd-725f03e3ed49,,,,,,,,,,,,,,,,6,Doutorado,,,,,,,,11,,,,Fabio Moura Pereira,2009,UESB,0.0,,,,2002,,,2002.0,
123,3efa9515-f86a-4c55-bd36-14ad99f5cfe2,,,,2,3,,4,7,12,9,1,,,1,11,71,Doutorado,1,16,4,29,1,,,12,,6,174,Silvone Santa Barbara da Silva,2010,UEFS,19.955,2021,2005,2003,2002,2019,,2003.0,
124,64c31eae-4265-4037-a7c4-13900f02659d,,,,3,,,1,1,,1,,5,1,1,,22,Doutorado,4,8,,,,,,17,,1,63,Esmeralda Guimaraes Meira,2017,UNEB,2.37,1994,,2010,2002,1998,,2011.0,
125,b6637173-404c-4abc-a00e-22e4ac1ebbd9,,,,,,,,,,,,,,,2,4,Mestrado,,,,,,,,22,,1,34,Marluse Arapiraca dos Santos Cordeiro,None,UNEB,0.0,,2001,,2020,,,2006.0,
126,ca57acc4-497b-4683-9193-7abc1cc1a076,,,,1,,,,15,6,,,20,2,1,19,128,Pós-Doutorado,5,32,2,8,,,,,,2,53,Flávia Mariani Barros,2008,UESB,14.875,2013,2011,2004,2000,,,2010.0,
127,e982fb89-7de3-479f-9ecb-24ad262d9ae8,,1,,,,,,,,,,3,1,1,3,8,Especialização,,5,,,,,,18,,,16,Naiara Silva dos Santos,None,UESB,0.375,,2021,2016,2008,,,2011.0,2023.0
128,dde4ccc7-767e-43dd-98f2-c7ff56ac4c43,,,,,,,,,,2,,,,2,,3,Mestrado,,,,,,,,1,,,8,Pedro Gargur dos Santos Coroa,None,UNEB,0.74,,,2018,2011,,,2017.0,
129,dd19682b-fee1-4b59-9d05-06a7d6899d1f,,,,,1,,,2,,1,,9,,,1,61,Doutorado,1,,1,2,,,,6,,,27,Carolina Gusmão Souza,2015,UESB,3.745,,2022,2008,2008,2020,,2018.0,
130,7c3bb076-d7c5-45bd-908e-1e388b3c0948,,4,,3,,2,1,5,4,4,3,1,,4,13,25,Pós-Doutorado,,5,2,8,6,,,12,,15,22,Luiz Adolfo de Paiva Andrade,2012,UNEB,9.98,2012,2009,2006,2005,2013,,2007.0,2015.0
131,42cabb10-155e-48d6-91fb-8c2f496cf809,,,,,2,6,1,,,,1,,2,3,,49,Doutorado,2,21,2,3,,,,5,,7,34,Acássia Benjamim Leal Pires,2009,UNEB,8.25,,,2004,1993,,,2000.0,
132,c2f8e292-1a83-41d2-af07-c37ca96145e0,,,,3,,1,,2,1,,2,1,,1,8,57,Doutorado,1,27,7,8,,,,29,,4,48,Mara Rojane Barros de Matos,2007,UNEB,3.25,2017,2017,1996,1985,,,1999.0,
133,99b0a57a-589a-425e-b867-d5d374f31632,,,,,14,24,7,10,4,,,,,1,2,26,Pós-Doutorado,3,4,1,2,4,4,,,,,49,Anaiá da Paixão Sevá,2014,UESC,48.5,,2016,2006,2004,,,2017.0,
134,31d1e44d-fffa-4995-b204-a229558b227b,,,,1,,,,,,,,,,,,5,Doutorado,,,,,,,,,,,,Deije Machado De Moura,2014,UICL,0.0,2017,,,2005,,,,
135,7e13f704-38a5-43d9-9d69-a2416a3f311b,,,,,6,4,2,2,11,9,3,,1,1,4,140,Doutorado,1,10,1,3,2,1,,45,,1,72,Gilmar Mercês de Jesus,2016,UEFS,21.83,,2009,2003,2005,,,2004.0,
136,3e65ea66-f771-48d9-bdfa-84bd4b1d3bd0,,,,6,1,1,1,2,2,1,3,,,2,17,96,Pós-Doutorado,6,19,10,2,,,,15,,12,155,Janaina de Jesus Santos,2014,UNEB,5.995,2008,2009,2009,2002,,,2003.0,
137,730ab839-8f25-4ede-bb22-7cd9f2eda614,,,,,,,,,,,,,,,1,,Especialização,,,,,,,,,,,23,Maria Helena De Barros Moraes Amorim,None,UNEB,0.0,,2012,,,,,,
138,a6f8316a-a664-488b-8721-42c6091663e8,,,,,,,,,,,,,,,,12,Mestrado,,,,,,,,,,,,Thiago Alberto Barbosa,None,UICL,0.0,,,,2001,,,,
139,2bcba0b2-87b3-4536-ad48-edfb6bc0de03,,,,,,,1,,,1,2,,,5,1,28,Pós-Doutorado,1,1,,1,,,,8,,,30,Andresa Oliva,2006,UFSB,1.62,,2019,1999,1996,2019,,2005.0,
140,8507c908-b98d-451e-a3f5-719888d640bf,,,,1,,,,,,,,,,,1,13,Doutorado,,,,,,,,,,,,Gracielli Fabres de Araújo,2023,UICL,0.0,2016,2016,,2008,2009,,,
141,eea2e810-185a-4c05-a3af-7c9fbea5222e,,,,,,,,,1,2,,,,,3,16,Mestrado,,,,,,,,16,,1,30,Raphaella Silva Pereira de Oliveira,None,UICL,1.24,,2009,2016,2007,,,2015.0,
142,17084507-19e0-4d50-8cb5-4eaf397a7adb,,,,1,,,,,,,,,1,,4,9,Doutorado,,,,,,,,18,,1,52,Conceição Maria Alves Sobral,2020,UESB,0.0,2017,2017,2022,1997,,,2006.0,
143,72280914-78ce-4d31-9008-42f8d459aef4,,,,2,,,,,1,,,,,1,12,40,Doutorado,,,,,,,,48,,16,112,Luziêt Maria Fontenele Gomes,2023,UESB,0.5,2016,2016,2002,1999,2022,,2003.0,
144,d6b243d2-8dc8-4276-9d8b-0667c75e352a,,,,,,,,,,,,,,,,2,Mestrado,,,,,,,,,,,,Filipe Tiago Lima Pereira,None,UICL,0.0,,,,2009,,,,
145,871eab25-bd6f-4658-94eb-74a2b2c3a52e,,,,3,2,2,,2,,1,1,,4,2,1,56,Pós-Doutorado,,11,,,,,,23,,13,99,Tânia Regina Braga Torreão Sá,2016,UESB,5.62,1996,2005,2001,1995,,,2000.0,
146,060eb261-35be-4f29-beeb-afa2fb6324a4,,,,,3,9,5,7,3,4,2,2,4,5,1,58,Doutorado,,,,,,,,,,,,Manoelito Coelho dos Santos Junior,2012,UEFS,22.73,,2019,2003,2002,,,,
147,f02be57a-6815-4cb9-9767-c7fd2b3a2496,,,,,1,1,3,4,,5,,1,1,1,8,79,Doutorado,3,19,,7,,,,7,,,28,Patricia dos Santos Nascimento,2013,UEFS,8.6,,2009,2010,2004,2004,,2014.0,
148,5fd5b73d-545c-4b6d-8ddd-162a586488b4,,1,,,4,8,3,2,3,1,1,,1,,2,3,Pós-Doutorado,3,4,5,9,,,,,,,19,Paulo Cesar Ribeiro Barbosa,2008,UEFS,16.62,,2007,2003,2003,,,2020.0,2008.0
149,b65958ea-a56a-4ed3-901c-09a276d064fb,,8,,7,24,14,6,7,1,,1,,4,4,4,180,Doutorado,,23,5,32,1,15,,3,,,18,Marco Tulio de Oliveira Valente,None,UNEB,45.875,2003,2004,1999,1991,2003,,2000.0,1991.0
150,56b7bca0-8f43-4b4a-9cd1-9f20bd5bb1ab,,,,1,,,1,,,,,,,,2,6,Doutorado,,,,,,,,,,,,Vinicius Borges Amaro,2019,UICL,0.75,2022,2017,2020,2014,,,,
151,3630710f-55a3-4419-a6a8-4ac4b08226e4,,,,4,2,,2,,6,17,11,1,2,5,12,100,Doutorado,2,33,2,8,,,,34,,5,170,Ana Áurea Alécio de Oliveira Rodrigues,2015,UEFS,15.665,2009,2010,1998,2000,2011,,2006.0,
152,153b7259-198f-4a6e-8d0c-b980bccffbe2,,,,2,,,1,,,,,,,,2,2,Doutorado,,,,,,,,11,,7,45,Kleide Iraci Marques Silva,2021,UNEB,0.75,2022,2013,2023,2009,,,2006.0,
153,a913eeab-21e0-48cb-93dc-4268a037a05b,,,,,1,1,,,2,,,1,,1,6,11,Doutorado,,1,,,,,,19,,1,19,Cleusiane Vieira Silva,2015,UESB,3.0,,2011,2013,2009,,,2003.0,
154,da5b9d9e-4879-45ba-a905-86d0a806921f,,,,,1,1,1,,1,,,,1,1,2,35,Doutorado,3,7,,,,,,15,,,54,Williane Silva Corôa,2022,UNEB,3.125,,2012,2009,2008,2020,,2012.0,
155,3dc86fee-562a-449f-ae12-001e69ca3520,,1,,,7,,,2,1,11,2,11,5,,10,30,Doutorado,,30,2,6,1,2,,24,,,50,Helena Maria Silveira Fraga Maia,2010,UNEB,14.695,,2015,2005,2003,2014,,2002.0,2020.0
156,9aaa34f0-75ab-4491-995f-4579f6b7e84e,,,,6,9,17,20,27,13,6,1,2,5,6,34,100,Pós-Doutorado,3,10,5,9,,1,,25,,5,172,Fabricio Oliveira da Silva,2017,UEFS,64.97,2019,2014,2014,2012,,,2006.0,
157,647798ce-9067-49f5-ac3b-0387bc25e603,,,,,1,2,1,3,,1,,7,,,4,95,Doutorado,9,21,3,,,,,33,,,48,Rita de Cassia Antunes Lima de Paula,2018,UESB,6.62,,2018,2008,1995,,,2005.0,
158,40485c46-411a-4030-b218-23f8163e9554,,,,2,,,1,2,2,1,3,,3,3,10,18,Mestrado,,,,,,,,33,,,102,Joelma Boaventura Da Silva,None,UNEB,4.12,2016,2018,2013,2011,2020,,2010.0,
159,e12c8ce7-2c08-4a4e-b8ad-9c3f6f5e1a60,,,,1,,,,1,1,,,1,,1,1,7,Doutorado,,,,,,,,2,,1,19,Claudia Anastácio Coelho Cruz,2015,UESB,1.25,2011,2014,2007,2004,,,2005.0,
160,291a4ea9-c78b-46f4-b7aa-ff181aaa5ef0,,,,12,2,,1,,,,,,,2,10,19,Pós-Doutorado,3,12,1,1,,,,41,,14,30,Marluce Alves dos Santos,2016,UNEB,2.75,2016,2017,2008,2005,2014,,2008.0,
161,dd420164-efe7-4cf3-ac56-e9dc6109fab1,,,,2,2,2,7,7,2,7,2,2,,2,14,46,Doutorado,,7,2,7,7,3,,1,,5,88,Gerenice Ribeiro de Oliveira Cortes,2015,UESB,17.715,2012,2007,2009,1999,,,2011.0,
162,4ed5cbeb-6f8b-4936-b7cd-7dee56433648,,2,,1,9,8,3,7,10,1,5,1,1,15,12,142,Doutorado,3,32,6,35,3,2,,10,,3,53,Yvonnick Le Pendu,1996,UESC,29.37,2016,1997,1995,1993,,,2001.0,2001.0
163,1697544d-384d-4a7f-8f6b-93e744a99c00,,,,,,,,1,1,,,,,1,,,Doutorado,,,,,,,,,,,7,Cassio Janio dos Santos Silva,2014,UNEB,1.125,,,2010,,,,,
164,fbb067ec-c142-49ee-b751-eaa8f480febb,,,,3,,1,1,2,,,,2,,5,10,28,Doutorado,,2,5,,1,,,23,,1,47,Fábio Mansano de Mello,2019,UESB,3.125,2020,2017,2006,2002,,,2007.0,
165,a0684774-f7d6-4f5e-a6c6-91da7e021fff,,,,1,1,,,1,,,,,,,1,1,Mestrado,,,,,,,,7,,7,90,Jeane Magnavita Da Fonseca Cerqueira,None,UNEB,1.625,2020,2002,2020,2003,,,1999.0,
166,f2f57bca-0093-4eb9-8e04-db384ce3320d,,,,2,1,2,1,4,1,,,,,1,12,25,Doutorado,1,2,8,1,,,,13,,8,29,Ginaldo Cardoso de Araújo,2021,UNEB,6.5,2018,2016,2018,2013,,,2008.0,
167,36e8f9f7-7490-424d-9ace-bbc8174c7651,,,,10,2,3,,,1,2,2,,,1,4,19,Pós-Doutorado,,,3,6,,,,28,,12,120,José Humberto da Silva,2012,UNEB,6.365,2006,2020,2004,2004,2013,,2006.0,
168,bcdd3319-4ae7-49b1-9a22-3018655755b8,2,,,,19,7,5,2,,,2,1,1,1,1,40,Pós-Doutorado,5,19,3,9,5,5,,,,,30,Luciene Cristina Gastalho Campos Luiz,2008,UESC,30.75,,2008,2004,2005,2009,2021,2012.0,
169,8973f820-47de-45a2-b51d-9068f48b041c,,1,,8,3,9,1,7,1,,5,,1,1,15,104,Doutorado,3,13,4,14,9,,,1,,9,172,Adriana Stella Cardoso Lessa de Oliveira,2008,UESB,17.75,2007,2007,2005,1999,,,2005.0,2012.0
170,7963e046-738b-495e-a89a-e1b4b635276f,,,,3,7,18,4,21,14,2,2,9,7,14,30,20,Pós-Doutorado,,,,,,,,,,,,Alessandro Rapini,2000,UEFS,48.24,2006,2005,2000,1995,,,,
171,cf201c17-4531-4a83-8dbc-58d5faa24f60,,,,,4,4,1,,5,1,,1,,24,7,106,Pós-Doutorado,3,11,,,,,,23,,8,121,Darcy Ribeiro de Castro,2014,UNEB,11.245,,2010,2011,1996,2014,,2008.0,
172,1e96b932-1a10-41f7-ac65-dfcbec678f87,,,,,1,1,1,3,4,7,1,1,1,3,1,10,Doutorado,,3,,1,,,,24,,12,14,Romilson do Carmo Moreira,2019,UNEB,9.465,,2021,2007,2007,,,2006.0,
173,9728a2e5-1c71-4404-919d-3f300ea97896,,,,,1,,,,,,,,,,,10,Doutorado,2,,,,,,,4,,,12,Paulo Gilberto Bertoni,2010,UESB,1.0,,,2007,2001,,,2013.0,
174,6afd992d-018e-4636-8a8c-29fc6ec660a9,,,,9,,,1,1,,1,2,1,2,4,,19,Doutorado,2,9,5,8,3,,,4,,6,1,Marcos Aurélio dos Santos Souza,2010,UESB,2.37,2001,,1998,1996,2002,,2002.0,
175,8e829414-f4c7-470a-84b2-b92dd4cf5516,,,,,,,,,1,,1,,,,,11,Mestrado,,,,,,,,,,,,Valério Andrade Melo,2008,UESC,0.75,,,1997,1991,2000,,,
176,68747561-21b7-4cee-82b4-5d2af4a11ee2,,,,6,,,,2,8,,,1,,1,41,32,Doutorado,,,7,,,,,26,,5,32,Edilane Carvalho Teles,2020,UNEB,5.375,2015,2007,2010,2016,,,2007.0,
177,13c015c0-5af9-40d1-afb4-889dbd4661c0,,,,,,1,,,,,,1,,,,15,Mestrado,,,,,,,,,,,,Rafaela Santos Galante,None,UEFS,1.0,,,2009,2003,,,,
178,cb5d11ad-6513-4024-8cb8-f20fd137a6b2,2,,,,2,3,4,4,1,6,2,23,12,1,1,97,Pós-Doutorado,5,50,7,27,3,,,5,,,21,Simone Andrade Gualberto,2001,UESB,16.22,,2020,2002,1995,,2019,2006.0,
179,79b1ed6d-fdf7-4392-b79c-5929afae6ea7,,5,,1,8,5,,6,,7,1,3,1,2,1,61,Doutorado,,33,1,2,,,,27,,4,19,Marcelo Soares Teles Santos,2011,UFSB,19.34,2012,2018,2006,2003,,,2011.0,2003.0
180,b8695a78-f112-435e-88ac-c1ef74a72d0e,,,,,,1,2,3,3,1,,1,3,,3,,Doutorado,1,8,,,,,,2,,,20,Maurício Santana Lordêlo,2014,UEFS,6.245,,2020,2003,,,,2015.0,
181,b4ab61cf-b1db-4481-bee2-7722aafa8ece,,,,,,1,2,2,16,3,2,1,1,3,9,56,Doutorado,2,3,,,,,,11,,2,54,Jaine Kareny da Silva Alves,2019,UNEB,13.36,,2015,2011,2009,2022,,2007.0,
182,805af40a-4c13-43b3-bb5e-1bfc163d0599,,,,,5,2,8,3,1,,,1,2,3,6,89,Doutorado,3,32,2,22,2,,,,,,45,Marluce Oliveira da Guarda Souza,2000,UNEB,15.25,,2009,1998,1994,,,2000.0,
183,bb0ac462-3576-4be4-892a-635214ddea52,,,,,,1,,,,,2,,1,,1,9,Doutorado,1,,,,,,,4,,,,Victor Hugo Martins de Almeida,2024,UESC,1.375,,2018,2020,2015,,,2017.0,
184,c12f0de8-9d2b-4337-ae26-1704a8d10bd3,,1,,6,1,1,3,10,9,7,8,1,8,5,14,175,Pós-Doutorado,1,9,3,14,2,,,9,,117,135,Deybson Borba de Almeida,2017,UICL,19.59,2014,2019,2010,1998,,,2010.0,2023.0
185,fb106604-6c47-468d-963d-32675af2c8fb,,,,1,,,1,,1,1,1,,1,2,2,7,Especialização,,,,,,,,4,,,21,Antonia Adonis Callou Sampaio,None,UNEB,1.87,2019,2019,2012,2013,2009,,2011.0,
186,dbd1a26e-b4dc-4413-ae17-9d9b75323d58,,,,6,,,,3,13,1,,2,2,1,13,25,Pós-Doutorado,3,3,5,1,,,,8,,14,63,Valci Vieira dos Santos,2013,UNEB,8.995,2005,2015,2002,2019,2002,,2004.0,
187,19c9c730-4fe8-4235-a7d8-0c5da4392990,,,,,6,13,3,,1,,2,,3,1,2,45,Pós-Doutorado,2,16,2,6,,,,1,,,16,Erica Cristina Almeida,2006,UESC,20.625,,2016,1999,1999,,,2011.0,
188,297e83dd-8599-4790-8e3b-78d9d18d2dbf,,,,1,,,3,2,,1,1,,1,1,1,11,Doutorado,,1,,,,,,2,,4,25,Flávio de Oliveira Silva,2014,UNEB,4.12,2023,2015,2005,2004,2023,,2001.0,
189,5afc6cb1-fdba-442a-9443-0300c9da56af,,,,8,,2,1,6,1,5,,1,,6,13,5,Pós-Doutorado,2,4,,,,,,,,3,131,Nilo Henrique Neves dos Reis,2010,UEFS,8.725,2005,2000,1999,1997,2000,,2013.0,
190,35cf77c8-e767-41cf-9e21-dcaa302a57df,,,,,,1,2,,1,,,,,,2,6,Mestrado,,,,,,,,,,,,Wesley Ferreira Nery,None,UICL,2.875,,2018,2018,2013,,,,
191,ced59e29-bebc-42c4-adf0-cb8007a182cc,,,,5,,,,3,,,2,2,2,4,15,73,Doutorado,2,22,,,,,,39,,,119,Wagner de Oliveira Rodrigues,2018,UESC,2.625,2011,2015,2004,2003,2007,,2006.0,
192,1d29e9d1-9b86-4e18-ac74-7a3eeaf29c62,,,,,,1,,,2,1,,,1,,4,31,Doutorado,,,,,,,,5,,,37,Jorsinai de Argolo Souza,2023,UESC,2.245,,2017,2018,2014,,,2013.0,
193,ab1dc4a9-acc3-4020-9173-90111e068a12,,,,1,,,,,,,,,,,1,,Mestrado,,,,,,,,4,,,20,Lílian Marilac Cornélio de Freitas Peixoto,None,UICL,0.0,2010,2002,,,,,2016.0,
194,4e146eac-044e-4d44-a1c5-59cf661872f9,,,,3,,,1,4,3,4,,,3,,6,28,Doutorado,5,13,5,,,,,15,,9,39,Renailda Ferreira Cazumbá,2016,UEFS,6.23,2020,2007,2015,2006,2008,,2006.0,
195,f8076252-2b04-4f76-bb78-ebac11b8e68e,,,,10,18,6,4,1,23,,,,1,1,28,19,Pós-Doutorado,,7,2,2,1,,,13,,2,78,Ricardo dos Santos Batista,2015,UICL,38.375,2014,2013,2010,2008,2022,,2012.0,
196,dc66d32d-3556-4e87-addd-520f78863bfc,,,,1,,,,,1,1,,,1,,3,3,Mestrado,,,,,,,,4,,4,17,Siomara Castro Nery,None,UESC,0.87,2012,2017,2018,2017,,,2008.0,
197,132dead1-c7cf-4bee-b316-b8f33cb8d569,,,,,,1,7,13,,,,,1,1,10,69,Doutorado,,16,1,11,,,,,,,31,Ana Carla Peixoto Bitencourt,2008,UEFS,14.25,,2007,2004,1997,,,2009.0,
198,0d6b8ade-1449-4535-8971-b977745494c9,,,,18,2,,5,,1,,6,,2,23,4,42,Pós-Doutorado,,,,,,,,,,1,28,Camillo Baptista Oliveira Cavalcanti,2007,UESB,7.75,1999,2009,2001,2000,2000,,2012.0,
199,90405fe3-1c5b-4f7d-aa75-f660795b4d9e,,,,1,,,1,,1,3,3,1,,3,,54,Doutorado,10,8,,,,,,2,,16,44,Reginaldo Conceição Cerqueira,2011,UNEB,3.235,1996,,1998,1999,2017,,2004.0,
200,e56d6859-18c3-4386-a430-09ecc75f75c5,,,,2,,,,,1,,2,,,,5,2,Mestrado,,,,,,,,19,,,18,Ana Paula Melo Fernandes Rodrigues,None,UICL,1.0,2022,2018,2019,2018,,,2016.0,
201,bb2b1fb0-8558-4273-80ab-263a673552c6,,,,,1,2,2,2,,,,,2,,1,7,Pós-Doutorado,,1,,,,,,6,,,25,Juliana da Silveira Pinheiro,2012,UESC,5.5,,2017,2007,2005,,,2016.0,
202,9740e99a-a4ab-45d5-a439-5583c1c5f300,,,,2,11,2,3,1,2,,1,,2,15,19,52,Doutorado,,32,3,2,,1,,38,,2,74,Liziane Martins,2016,UNEB,16.875,2020,2011,2006,2009,,,2010.0,
203,751dab05-9ae4-4781-b191-0a809f13eb59,,,,,,,,1,,,,1,,,2,9,Mestrado,,6,,,,,,10,,4,21,Juan Facundo Sarmiento,None,UESC,0.75,,2017,2013,2012,,,2013.0,
204,fed387f5-974f-4095-8989-454cf3b1c7bd,,,,,,,,,,1,,,1,2,4,18,Mestrado,,,,,,,,,,,37,Lílian Santos Lima Rocha de Araújo,None,UFSB,0.37,,2019,2015,2004,,,2014.0,
205,81784fbd-f806-4242-ac34-785ab3b2802f,,,,3,,2,1,2,,2,,1,,,4,11,Doutorado,,,,,,,,9,,,26,Luíza Cristina Silva Silva,2022,UICL,4.615,2021,2017,2014,2013,2020,,2020.0,
206,3015a12e-2bcf-42c6-86fc-9f01ff868a9c,,,,1,,4,,6,2,4,27,18,1,29,7,161,Doutorado,,,,,,,,,,,,Jener Gonçalves De Farias,2004,UEFS,18.73,2020,2019,2000,1998,,,,
207,b7b3c6da-cd97-4352-b37e-343371472275,,,,,,,,,,,,,,1,,8,Mestrado,,,,,,,,4,,,9,Elaine Santos Dias,None,UFSB,0.0,,,2021,2012,,,2017.0,
208,54d455db-ada2-4b89-8cce-b044b62227c2,,2,,,4,6,10,14,14,14,6,5,4,3,8,167,Pós-Doutorado,4,23,3,14,9,1,,24,,,74,Katia Santana Freitas,2011,UEFS,39.805,,2011,2007,1999,2007,,2008.0,2021.0
209,b9da01b6-e48f-4ba1-82af-12e4d53949e3,,,,,,,,8,3,12,1,1,,14,,43,Pós-Doutorado,20,22,2,3,,,,3,,8,88,Derval Gomes Pereira,2001,UESB,11.315,,,1996,1995,,,2000.0,
210,d25cff68-b01d-4395-98a7-b9163a19f0ab,,,,2,,3,1,3,,,4,,,4,5,4,Pós-Doutorado,1,,,,,,,39,,,66,Vanessa Vieira Pessanha,2015,UICL,6.25,2016,2010,2007,2008,,,2010.0,
211,d18d26f8-2398-4dee-bbb2-67e29900a0ed,,,,,,1,,,,2,,,,,1,34,Mestrado,,,,,,,,,,,,Paulo César Dávila Fernandes,None,UICL,1.615,,1995,2019,1987,,,,
